event_row_id,sample_id,trajectory_id,event_index,band,remaining_K_before,remaining_K_after,exit_distance,transition_k,R_drop,residue_pair_mod32,residue_pair_mod16,position_label,near_behavior,k_move_from_previous,wait_length,waiting_class,trajectory_behavior_class,next_destination,max_avoidance_depth,eventual_capture_bands,final_statuses
62765,Sample_E_stratified_550,490309,17,32-63,35,31,3,4,4,3->31,3->15,lower_hall,miss,up,16,long_wait,no_exit_layer_observed,exit_to_16-31,1,16-31:2; 4-7:2,eventually_reentered_exit_layer:avoid_then_caught:3; eventually_reentered_exit_layer:caught:1
63027,Sample_E_stratified_550,526273,27,32-63,36,31,4,5,5,4->31,4->15,lower_hall,miss,up,16,long_wait,no_exit_layer_observed,exit_to_16-31,1,16-31:3; NA:1,eventually_reentered_exit_layer:avoid_then_caught:3; no_avoidance_observed:1
63033,Sample_E_stratified_550,527825,5,32-63,37,31,5,6,6,5->31,5->15,lower_hall,miss,up,5,short_wait,no_exit_layer_observed,exit_to_16-31,3,4-7:2; 8-15:1; 16-31:1,eventually_reentered_exit_layer:avoid_then_caught:4
63503,Sample_E_stratified_550,573281,32,32-63,35,31,3,4,4,3->31,3->15,lower_hall,miss,up,16,long_wait,no_exit_layer_observed,exit_to_16-31,1,16-31:2; 4-7:2,eventually_reentered_exit_layer:avoid_then_caught:3; eventually_reentered_exit_layer:caught:1
63722,Sample_E_stratified_550,594123,16,32-63,35,31,3,4,4,3->31,3->15,lower_hall,miss,up,13,long_wait,no_exit_layer_observed,exit_to_16-31,3,4-7:2; 16-31:1; NA:1,eventually_reentered_exit_layer:avoid_then_caught:3; no_avoidance_observed:1
63828,Sample_E_stratified_550,607805,21,32-63,36,31,4,5,5,4->31,4->15,lower_hall,miss,up,16,long_wait,no_exit_layer_observed,exit_to_16-31,3,16-31:2; 4-7:1; NA:1,eventually_reentered_exit_layer:avoid_then_caught:3; no_avoidance_observed:1
63878,Sample_E_stratified_550,613492,33,32-63,35,30,3,5,5,3->30,3->14,lower_hall,miss,up,14,long_wait,no_exit_layer_observed,exit_to_16-31,3,4-7:2; 16-31:1; NA:1,eventually_reentered_exit_layer:avoid_then_caught:3; no_avoidance_observed:1
63941,Sample_E_stratified_550,615383,42,32-63,36,31,4,5,5,4->31,4->15,lower_hall,miss,up,16,long_wait,no_exit_layer_observed,exit_to_16-31,1,16-31:3; NA:1,eventually_reentered_exit_layer:avoid_then_caught:3; no_avoidance_observed:1
65341,Sample_E_stratified_550,773827,42,32-63,35,29,3,6,6,3->29,3->13,lower_hall,miss,up,17,long_wait,no_exit_layer_observed,exit_to_16-31,1,16-31:2; 4-7:1; NA:1,eventually_reentered_exit_layer:avoid_then_caught:3; no_avoidance_observed:1
65385,Sample_E_stratified_550,776783,9,32-63,35,28,3,7,7,3->28,3->12,lower_hall,miss,up,9,short_wait,no_exit_layer_observed,exit_to_16-31,3,4-7:2; 16-31:1; NA:1,eventually_reentered_exit_layer:caught:2; eventually_reentered_exit_layer:avoid_then_caught:1; no_avoidance_observed:1
65566,Sample_E_stratified_550,790978,59,32-63,36,31,4,5,5,4->31,4->15,lower_hall,miss,up,18,long_wait,no_exit_layer_observed,exit_to_16-31,3,4-7:2; 8-15:1; NA:1,eventually_reentered_exit_layer:avoid_then_caught:3; no_avoidance_observed:1
65631,Sample_E_stratified_550,799802,4,32-63,35,31,3,4,4,3->31,3->15,lower_hall,miss,up,4,short_wait,no_exit_layer_observed,exit_to_16-31,3,4-7:2; 8-15:1; NA:1,eventually_reentered_exit_layer:avoid_then_caught:2; eventually_reentered_exit_layer:caught:1; no_avoidance_observed:1
65728,Sample_E_stratified_550,818498,8,32-63,35,31,3,4,4,3->31,3->15,lower_hall,miss,up,8,short_wait,no_exit_layer_observed,exit_to_16-31,3,4-7:2; 8-15:2,eventually_reentered_exit_layer:avoid_then_caught:4
65800,Sample_E_stratified_550,830223,3,32-63,39,29,7,10,10,7->29,7->13,lower_hall,miss,up,3,short_wait,no_exit_layer_observed,exit_to_16-31,3,4-7:2; 16-31:2,eventually_reentered_exit_layer:caught:2; eventually_reentered_exit_layer:avoid_then_caught:2
65866,Sample_E_stratified_550,838187,11,32-63,35,31,3,4,4,3->31,3->15,lower_hall,miss,down,11,long_wait,no_exit_layer_observed,exit_to_16-31,3,4-7:2; 8-15:1; NA:1,eventually_reentered_exit_layer:avoid_then_caught:3; no_avoidance_observed:1
66012,Sample_E_stratified_550,854434,29,32-63,37,28,5,9,9,5->28,5->12,lower_hall,miss,up,17,long_wait,no_exit_layer_observed,exit_to_16-31,3,16-31:3; 4-7:1,eventually_reentered_exit_layer:avoid_then_caught:4
66471,Sample_E_stratified_550,910974,14,32-63,35,27,3,8,8,3->27,3->11,lower_hall,miss,up,14,long_wait,no_exit_layer_observed,exit_to_16-31,3,4-7:2; 16-31:1; NA:1,eventually_reentered_exit_layer:avoid_then_caught:3; no_avoidance_observed:1
66546,Sample_E_stratified_550,926632,1,32-63,36,31,4,5,5,4->31,4->15,lower_hall,miss,up,1,direct_exit,no_exit_layer_observed,exit_to_16-31,1,16-31:3; NA:1,eventually_reentered_exit_layer:avoid_then_caught:3; no_avoidance_observed:1
66650,Sample_E_stratified_550,943163,19,32-63,36,30,4,6,6,4->30,4->14,lower_hall,miss,up,12,long_wait,no_exit_layer_observed,exit_to_16-31,3,4-7:2; 16-31:1; NA:1,eventually_reentered_exit_layer:avoid_then_caught:3; no_avoidance_observed:1
66824,Sample_E_stratified_550,959582,19,32-63,35,31,3,4,4,3->31,3->15,lower_hall,miss,up,10,short_wait,no_exit_layer_observed,exit_to_16-31,1,16-31:2; 4-7:1; NA:1,eventually_reentered_exit_layer:avoid_then_caught:3; no_avoidance_observed:1
66921,Sample_E_stratified_550,974515,14,32-63,37,28,5,9,9,5->28,5->12,lower_hall,miss,up,14,long_wait,no_exit_layer_observed,exit_to_16-31,3,16-31:3; 4-7:1,eventually_reentered_exit_layer:avoid_then_caught:4
67302,Sample_E_stratified_550,61239,11,64-127,70,63,6,7,7,6->31,6->15,lower_hall,miss,up,11,long_wait,no_exit_layer_observed,exit_to_32-63,2,4-7:2; 32-63:2,eventually_reentered_exit_layer:caught:2; eventually_reentered_exit_layer:avoid_then_caught:2
67380,Sample_E_stratified_550,71716,48,64-127,68,63,4,5,5,4->31,4->15,lower_hall,miss,up,41,long_wait,no_exit_layer_observed,exit_to_32-63,1,32-63:2; 4-7:1; NA:1,eventually_reentered_exit_layer:avoid_then_caught:3; no_avoidance_observed:1
68941,Sample_E_stratified_550,377323,60,64-127,68,63,4,5,5,4->31,4->15,lower_hall,miss,up,41,long_wait,no_exit_layer_observed,exit_to_32-63,1,32-63:2; 4-7:1; NA:1,eventually_reentered_exit_layer:avoid_then_caught:3; no_avoidance_observed:1
69219,Sample_E_stratified_550,411119,46,64-127,67,63,3,4,4,3->31,3->15,lower_hall,miss,up,36,long_wait,no_exit_layer_observed,exit_to_32-63,2,4-7:2; 32-63:1; NA:1,eventually_reentered_exit_layer:avoid_then_caught:3; no_avoidance_observed:1
69758,Sample_E_stratified_550,464209,14,64-127,72,63,8,9,9,8->31,8->15,lower_hall,miss,up,14,long_wait,no_exit_layer_observed,exit_to_32-63,2,4-7:2; 32-63:2,eventually_reentered_exit_layer:avoid_then_caught:4
70565,Sample_E_stratified_550,560062,47,64-127,67,63,3,4,4,3->31,3->15,lower_hall,miss,up,35,long_wait,no_exit_layer_observed,exit_to_32-63,3,4-7:2; 32-63:1; NA:1,eventually_reentered_exit_layer:avoid_then_caught:3; no_avoidance_observed:1
71369,Sample_E_stratified_550,618769,7,64-127,69,61,5,8,8,5->29,5->13,lower_hall,miss,up,7,short_wait,no_exit_layer_observed,exit_to_32-63,2,4-7:2; 32-63:2,eventually_reentered_exit_layer:caught:2; eventually_reentered_exit_layer:avoid_then_caught:2
71972,Sample_E_stratified_550,694878,41,64-127,67,62,3,5,5,3->30,3->14,lower_hall,miss,up,34,long_wait,no_exit_layer_observed,exit_to_32-63,2,4-7:2; 32-63:1; NA:1,eventually_reentered_exit_layer:avoid_then_caught:3; no_avoidance_observed:1
72491,Sample_E_stratified_550,763681,3,64-127,67,63,3,4,4,3->31,3->15,lower_hall,miss,up,3,short_wait,no_exit_layer_observed,exit_to_32-63,2,4-7:2; 32-63:1; NA:1,eventually_reentered_exit_layer:caught:2; eventually_reentered_exit_layer:avoid_then_caught:1; no_avoidance_observed:1
74327,Sample_E_stratified_550,968635,44,64-127,68,63,4,5,5,4->31,4->15,lower_hall,miss,up,38,long_wait,no_exit_layer_observed,exit_to_32-63,1,32-63:2; 4-7:1; NA:1,eventually_reentered_exit_layer:avoid_then_caught:3; no_avoidance_observed:1
74539,Sample_E_stratified_550,84447,10,128-255,133,127,5,6,6,5->31,5->15,lower_hall,miss,up,10,short_wait,no_exit_layer_observed,exit_to_64-127,2,4-7:2; 64-127:2,eventually_reentered_exit_layer:caught:2; eventually_reentered_exit_layer:avoid_then_caught:2
74837,Sample_E_stratified_550,418097,1,128-255,131,127,3,4,4,3->31,3->15,lower_hall,miss,up,1,direct_exit,no_exit_layer_observed,exit_to_64-127,2,4-7:2; 64-127:1; NA:1,eventually_reentered_exit_layer:caught:2; eventually_reentered_exit_layer:avoid_then_caught:1; no_avoidance_observed:1
75095,Sample_E_stratified_550,514873,22,128-255,132,126,4,6,6,4->30,4->14,lower_hall,miss,up,22,long_wait,no_exit_layer_observed,exit_to_64-127,2,4-7:2; 64-127:1; NA:1,eventually_reentered_exit_layer:caught:2; eventually_reentered_exit_layer:avoid_then_caught:1; no_avoidance_observed:1
75565,Sample_E_stratified_550,616906,1,128-255,131,127,3,4,4,3->31,3->15,lower_hall,miss,up,1,direct_exit,no_exit_layer_observed,exit_to_64-127,2,4-7:2; 64-127:1; NA:1,eventually_reentered_exit_layer:caught:2; eventually_reentered_exit_layer:avoid_then_caught:1; no_avoidance_observed:1
75662,Sample_E_stratified_550,650801,15,128-255,131,127,3,4,4,3->31,3->15,lower_hall,miss,up,15,long_wait,no_exit_layer_observed,exit_to_64-127,2,4-7:2; 64-127:1; NA:1,eventually_reentered_exit_layer:caught:2; eventually_reentered_exit_layer:avoid_then_caught:1; no_avoidance_observed:1
75828,Sample_E_stratified_550,739108,4,128-255,131,127,3,4,4,3->31,3->15,lower_hall,miss,up,4,short_wait,no_exit_layer_observed,exit_to_64-127,2,4-7:2; 64-127:1; NA:1,eventually_reentered_exit_layer:caught:2; eventually_reentered_exit_layer:avoid_then_caught:1; no_avoidance_observed:1
75895,Sample_E_stratified_550,764148,8,128-255,131,126,3,5,5,3->30,3->14,lower_hall,miss,up,8,short_wait,no_exit_layer_observed,exit_to_64-127,1,4-7:2; 64-127:1; NA:1,eventually_reentered_exit_layer:avoid_then_caught:3; no_avoidance_observed:1
76259,Sample_E_stratified_550,878747,46,128-255,131,126,3,5,5,3->30,3->14,lower_hall,miss,up,46,long_wait,no_exit_layer_observed,exit_to_64-127,2,4-7:2; 64-127:1; NA:1,eventually_reentered_exit_layer:caught:2; eventually_reentered_exit_layer:avoid_then_caught:1; no_avoidance_observed:1
18791,Sample_A_baseline,4551,13,64-127,99,94,35,5,5,3->30,3->14,mid_hall,drift,up,30,long_wait,drift_down,mid_hall,2,4-7:2; NA:2,eventually_reentered_exit_layer:caught:2; no_avoidance_observed:2
27261,Sample_B_next_range_550,4862,7,64-127,99,94,35,5,5,3->30,3->14,mid_hall,drift,up,24,long_wait,mid_band_wait_then_drop,mid_hall,2,4-7:2; NA:2,eventually_reentered_exit_layer:caught:2; no_avoidance_observed:2
37057,Sample_C_higher_range_550,50015,4,64-127,99,93,35,6,6,3->29,3->13,mid_hall,drift,up,20,long_wait,mid_band_wait_then_drop,mid_hall,2,4-7:2; NA:2,eventually_reentered_exit_layer:caught:2; no_avoidance_observed:2
37335,Sample_C_higher_range_550,50033,1,64-127,101,95,37,6,6,5->31,5->15,mid_hall,drift,up,20,long_wait,mid_band_wait_then_drop,mid_hall,2,4-7:2; NA:2,eventually_reentered_exit_layer:caught:2; no_avoidance_observed:2
38016,Sample_C_higher_range_550,50121,3,64-127,99,95,35,4,4,3->31,3->15,mid_hall,drift,up,20,long_wait,mid_band_wait_then_drop,mid_hall,2,4-7:2; NA:2,eventually_reentered_exit_layer:caught:2; no_avoidance_observed:2
38559,Sample_C_higher_range_550,50206,4,64-127,99,94,35,5,5,3->30,3->14,mid_hall,drift,up,21,long_wait,mid_band_wait_then_drop,mid_hall,2,4-7:2; NA:2,eventually_reentered_exit_layer:caught:2; no_avoidance_observed:2
38967,Sample_C_higher_range_550,50268,3,64-127,99,94,35,5,5,3->30,3->14,mid_hall,drift,up,20,long_wait,mid_band_wait_then_drop,mid_hall,2,4-7:2; NA:2,eventually_reentered_exit_layer:caught:2; no_avoidance_observed:2
38987,Sample_C_higher_range_550,50269,2,64-127,99,94,35,5,5,3->30,3->14,mid_hall,drift,up,19,long_wait,mid_band_wait_then_drop,mid_hall,2,4-7:2; NA:2,eventually_reentered_exit_layer:caught:2; no_avoidance_observed:2
39630,Sample_C_higher_range_550,50331,21,64-127,101,94,37,7,7,5->30,5->14,mid_hall,drift,up,37,long_wait,drift_down,mid_hall,2,4-7:2; NA:2,eventually_reentered_exit_layer:avoid_then_caught:2; no_avoidance_observed:2
40246,Sample_C_higher_range_550,50415,16,64-127,100,95,36,5,5,4->31,4->15,mid_hall,drift,up,33,long_wait,drift_down,mid_hall,2,4-7:2; NA:2,eventually_reentered_exit_layer:caught:2; no_avoidance_observed:2
40747,Sample_C_higher_range_550,50503,21,64-127,99,93,35,6,6,3->29,3->13,mid_hall,drift,up,33,long_wait,drift_down,mid_hall,2,4-7:2; NA:2,eventually_reentered_exit_layer:caught:2; no_avoidance_observed:2
51694,Sample_D_random_550,159831,5,64-127,100,94,36,6,6,4->30,4->14,mid_hall,drift,up,24,long_wait,mid_band_wait_then_drop,mid_hall,2,4-7:2; NA:2,eventually_reentered_exit_layer:caught:2; no_avoidance_observed:2
52819,Sample_D_random_550,306872,19,64-127,99,94,35,5,5,3->30,3->14,mid_hall,drift,up,34,long_wait,drift_down,mid_hall,2,4-7:2; NA:2,eventually_reentered_exit_layer:caught:2; no_avoidance_observed:2
53060,Sample_D_random_550,350695,7,64-127,99,95,35,4,4,3->31,3->15,mid_hall,drift,up,21,long_wait,drift_down,mid_hall,2,4-7:2; NA:2,eventually_reentered_exit_layer:caught:2; no_avoidance_observed:2
53498,Sample_D_random_550,409264,8,64-127,99,94,35,5,5,3->30,3->14,mid_hall,drift,up,25,long_wait,drift_down,mid_hall,2,4-7:2; NA:2,eventually_reentered_exit_layer:caught:2; no_avoidance_observed:2
53602,Sample_D_random_550,425626,27,64-127,99,93,35,6,6,3->29,3->13,mid_hall,drift,up,33,long_wait,drift_down,mid_hall,2,4-7:2; NA:2,eventually_reentered_exit_layer:caught:2; no_avoidance_observed:2
54026,Sample_D_random_550,471132,5,64-127,99,95,35,4,4,3->31,3->15,mid_hall,drift,up,23,long_wait,drift_down,mid_hall,2,4-7:2; NA:2,eventually_reentered_exit_layer:caught:2; no_avoidance_observed:2
54208,Sample_D_random_550,499477,0,64-127,100,94,36,6,6,4->30,4->14,mid_hall,drift,start,15,long_wait,mid_band_wait_then_drop,mid_hall,2,4-7:2; NA:2,eventually_reentered_exit_layer:caught:2; no_avoidance_observed:2
54633,Sample_D_random_550,555169,6,64-127,99,95,35,4,4,3->31,3->15,mid_hall,drift,up,22,long_wait,drift_down,mid_hall,2,4-7:2; NA:2,eventually_reentered_exit_layer:caught:2; no_avoidance_observed:2
54765,Sample_D_random_550,561479,40,64-127,99,93,35,6,6,3->29,3->13,mid_hall,drift,up,31,long_wait,drift_down,mid_hall,2,4-7:2; NA:2,eventually_reentered_exit_layer:caught:2; no_avoidance_observed:2
54920,Sample_D_random_550,588722,3,64-127,101,95,37,6,6,5->31,5->15,mid_hall,drift,up,19,long_wait,mid_band_wait_then_drop,mid_hall,2,4-7:2; NA:2,eventually_reentered_exit_layer:caught:2; no_avoidance_observed:2
55986,Sample_D_random_550,693471,59,64-127,100,94,36,6,6,4->30,4->14,mid_hall,drift,up,31,long_wait,drift_down,mid_hall,2,4-7:2; NA:2,eventually_reentered_exit_layer:caught:2; no_avoidance_observed:2
56311,Sample_D_random_550,749696,0,64-127,99,92,35,7,7,3->28,3->12,mid_hall,drift,start,15,long_wait,mid_band_wait_then_drop,mid_hall,2,4-7:2; NA:2,eventually_reentered_exit_layer:caught:2; no_avoidance_observed:2
56486,Sample_D_random_550,770555,14,64-127,99,95,35,4,4,3->31,3->15,mid_hall,drift,up,31,long_wait,drift_down,mid_hall,2,4-7:2; NA:2,eventually_reentered_exit_layer:caught:2; no_avoidance_observed:2
57032,Sample_D_random_550,839847,38,64-127,99,93,35,6,6,3->29,3->13,mid_hall,drift,up,31,long_wait,drift_down,mid_hall,2,4-7:2; NA:2,eventually_reentered_exit_layer:caught:2; no_avoidance_observed:2
57485,Sample_D_random_550,882780,3,64-127,100,95,36,5,5,4->31,4->15,mid_hall,drift,up,18,long_wait,mid_band_wait_then_drop,mid_hall,2,4-7:2; NA:2,eventually_reentered_exit_layer:caught:2; no_avoidance_observed:2
58914,Sample_D_random_550,526206,61,128-255,164,159,36,5,5,4->31,4->15,lower_hall,drift,up,77,long_wait,drift_down,lower_hall,2,4-7:2; NA:2,eventually_reentered_exit_layer:caught:2; no_avoidance_observed:2
59097,Sample_D_random_550,632161,51,128-255,164,159,36,5,5,4->31,4->15,lower_hall,drift,up,69,long_wait,drift_down,lower_hall,2,4-7:2; NA:2,eventually_reentered_exit_layer:caught:2; no_avoidance_observed:2
67108,Sample_E_stratified_550,20247,10,64-127,99,95,35,4,4,3->31,3->15,mid_hall,drift,up,28,long_wait,drift_down,mid_hall,2,4-7:2; NA:2,eventually_reentered_exit_layer:caught:2; no_avoidance_observed:2
67321,Sample_E_stratified_550,64754,16,64-127,99,94,35,5,5,3->30,3->14,mid_hall,drift,up,33,long_wait,drift_down,mid_hall,2,4-7:2; NA:2,eventually_reentered_exit_layer:caught:2; no_avoidance_observed:2
67638,Sample_E_stratified_550,102316,8,64-127,99,94,35,5,5,3->30,3->14,mid_hall,drift,up,25,long_wait,drift_down,mid_hall,2,4-7:2; NA:2,eventually_reentered_exit_layer:caught:2; no_avoidance_observed:2
68021,Sample_E_stratified_550,168864,0,64-127,100,95,36,5,5,4->31,4->15,mid_hall,drift,start,18,long_wait,mid_band_wait_then_drop,mid_hall,2,4-7:2; NA:2,eventually_reentered_exit_layer:caught:2; no_avoidance_observed:2
68202,Sample_E_stratified_550,244946,13,64-127,99,95,35,4,4,3->31,3->15,mid_hall,drift,up,28,long_wait,drift_down,mid_hall,2,4-7:2; NA:2,eventually_reentered_exit_layer:caught:2; no_avoidance_observed:2
68363,Sample_E_stratified_550,271175,22,64-127,101,94,37,7,7,5->30,5->14,mid_hall,drift,up,32,long_wait,drift_down,mid_hall,2,4-7:2; NA:2,eventually_reentered_exit_layer:caught:2; no_avoidance_observed:2
68644,Sample_E_stratified_550,325343,11,64-127,100,95,36,5,5,4->31,4->15,mid_hall,drift,up,28,long_wait,drift_down,mid_hall,2,4-7:2; NA:2,eventually_reentered_exit_layer:caught:2; no_avoidance_observed:2
70648,Sample_E_stratified_550,564724,49,64-127,99,95,35,4,4,3->31,3->15,mid_hall,drift,up,32,long_wait,drift_down,mid_hall,2,4-7:2; NA:2,eventually_reentered_exit_layer:caught:2; no_avoidance_observed:2
70956,Sample_E_stratified_550,593337,3,64-127,100,94,36,6,6,4->30,4->14,mid_hall,drift,up,18,long_wait,mid_band_wait_then_drop,mid_hall,2,4-7:2; NA:2,eventually_reentered_exit_layer:caught:2; no_avoidance_observed:2
71345,Sample_E_stratified_550,618657,15,64-127,99,94,35,5,5,3->30,3->14,mid_hall,drift,up,31,long_wait,drift_down,mid_hall,2,4-7:2; NA:2,eventually_reentered_exit_layer:avoid_then_caught:2; no_avoidance_observed:2
71735,Sample_E_stratified_550,665158,2,64-127,100,95,36,5,5,4->31,4->15,mid_hall,drift,up,17,long_wait,mid_band_wait_then_drop,mid_hall,2,4-7:2; NA:2,eventually_reentered_exit_layer:caught:2; no_avoidance_observed:2
71752,Sample_E_stratified_550,668941,1,64-127,99,95,35,4,4,3->31,3->15,mid_hall,drift,up,16,long_wait,mid_band_wait_then_drop,mid_hall,2,4-7:2; NA:2,eventually_reentered_exit_layer:caught:2; no_avoidance_observed:2
72365,Sample_E_stratified_550,740537,52,64-127,100,94,36,6,6,4->30,4->14,mid_hall,drift,up,31,long_wait,drift_down,mid_hall,2,4-7:2; NA:2,eventually_reentered_exit_layer:caught:2; no_avoidance_observed:2
72806,Sample_E_stratified_550,784751,5,64-127,101,95,37,6,6,5->31,5->15,mid_hall,drift,up,19,long_wait,drift_down,mid_hall,2,4-7:2; NA:2,eventually_reentered_exit_layer:caught:2; no_avoidance_observed:2
72924,Sample_E_stratified_550,797961,30,64-127,99,95,35,4,4,3->31,3->15,mid_hall,drift,up,35,long_wait,drift_down,mid_hall,2,4-7:2; NA:2,eventually_reentered_exit_layer:caught:2; no_avoidance_observed:2
73179,Sample_E_stratified_550,839259,46,64-127,99,94,35,5,5,3->30,3->14,mid_hall,drift,up,36,long_wait,drift_down,mid_hall,2,4-7:2; NA:2,eventually_reentered_exit_layer:caught:2; no_avoidance_observed:2
73686,Sample_E_stratified_550,901991,94,64-127,101,93,37,8,8,5->29,5->13,mid_hall,drift,up,33,long_wait,drift_down,mid_hall,2,4-7:2; NA:2,eventually_reentered_exit_layer:caught:2; no_avoidance_observed:2
74047,Sample_E_stratified_550,934463,6,64-127,101,92,37,9,9,5->28,5->12,mid_hall,drift,up,22,long_wait,drift_down,mid_hall,2,4-7:2; NA:2,eventually_reentered_exit_layer:caught:2; no_avoidance_observed:2
75174,Sample_E_stratified_550,536888,5,128-255,165,159,37,6,6,5->31,5->15,lower_hall,drift,up,27,long_wait,mid_band_wait_then_drop,lower_hall,2,4-7:2; NA:2,eventually_reentered_exit_layer:caught:2; no_avoidance_observed:2
